"Type","Mod Name","ObjectIndex","Editor Id","New EID","New Mod","New Obj"
"WEAP","The Ayleid Steps.esp","0x0E1716","WeapAyleidBattleAxeEnchFrostblast","cobAmwBattleAxeFrostblast","Cobl Main.esm","0x051387"
"WEAP","The Ayleid Steps.esp","0x0E1713","WeapAyleidBattleAxeEnchPanic","cobAmwBattleAxePanic","Cobl Main.esm","0x051386"
"WEAP","The Ayleid Steps.esp","0x0016E2","WeapAyleidBattleAxeEnchShock","cobAmwBattleAxeShock","Cobl Main.esm","0x0016E2"
"WEAP","The Ayleid Steps.esp","0x0E1715","WeapAyleidBattleAxeEnchShockblast","cobAmwBattleAxeShockblast","Cobl Main.esm","0x05138F"
"WEAP","The Ayleid Steps.esp","0x010EC5","WeapAyleidBow","cobAmwBow","Cobl Main.esm","0x05137D"
"WEAP","The Ayleid Steps.esp","0x010EBF","WeapAyleidBowEnchFire","cobAmwBowFire","Cobl Main.esm","0x051377"
"WEAP","The Ayleid Steps.esp","0x010EC2","WeapAyleidBowEnchFireburn","cobAmwBowFireburn","Cobl Main.esm","0x05137A"
"WEAP","The Ayleid Steps.esp","0x010EC0","WeapAyleidBowEnchFrost","cobAmwBowFrost","Cobl Main.esm","0x051378"
"WEAP","The Ayleid Steps.esp","0x010EC3","WeapAyleidBowEnchFrostburn","cobAmwBowFrostburn","Cobl Main.esm","0x05137B"
"WEAP","The Ayleid Steps.esp","0x010EC1","WeapAyleidBowEnchShock","cobAmwBowShock","Cobl Main.esm","0x051379"
"WEAP","The Ayleid Steps.esp","0x010EC4","WeapAyleidBowEnchShockburn","cobAmwBowShockburn","Cobl Main.esm","0x05137C"
"WEAP","The Ayleid Steps.esp","0x000CEE","WeapAyleidBowEnchSpeedDrain","cobAmwBowSpeedDrain","Cobl Main.esm","0x051376"
"WEAP","The Ayleid Steps.esp","0x000CE9","WeapAyleidClaymore","cobAmwClaymore","Cobl Main.esm","0x051366"
"WEAP","The Ayleid Steps.esp","0x0025CC","WeapAyleidClaymoreEnchDmgHealth","cobAmwClaymoreDmgHealth","Cobl Main.esm","0x051357"
"WEAP","The Ayleid Steps.esp","0x0E1717","WeapAyleidClaymoreEnchFire","cobAmwClaymoreFire","Cobl Main.esm","0x051388"
"WEAP","The Ayleid Steps.esp","0x0E171A","WeapAyleidClaymoreEnchFireblast","cobAmwClaymoreFireblast","Cobl Main.esm","0x0016CD"
"WEAP","The Ayleid Steps.esp","0x0E1719","WeapAyleidClaymoreEnchFrost","cobAmwClaymoreFrost","Cobl Main.esm","0x0016CC"
"WEAP","The Ayleid Steps.esp","0x0016E8","WeapAyleidClaymoreEnchFrostblast","cobAmwClaymoreFrostblast","Cobl Main.esm","0x0016E8"
"WEAP","The Ayleid Steps.esp","0x0E1718","WeapAyleidClaymoreEnchShock","cobAmwClaymoreShock","Cobl Main.esm","0x051389"
"WEAP","The Ayleid Steps.esp","0x0016EB","WeapAyleidClaymoreEnchShockblast","cobAmwClaymoreShockblast","Cobl Main.esm","0x0016EB"
"WEAP","The Ayleid Steps.esp","0x0E171B","WeapAyleidClaymoreEnchWeakNormal","cobAmwClaymoreWeakNormal","Cobl Main.esm","0x05134E"
"WEAP","The Ayleid Steps.esp","0x000CE6","WeapAyleidDagger","cobAmwDagger","Cobl Main.esm","0x051363"
"WEAP","The Ayleid Steps.esp","0x001BDB","WeapAyleidDaggerEnchFire","cobAmwDaggerFire","Cobl Main.esm","0x051375"
"WEAP","The Ayleid Steps.esp","0x001BDE","WeapAyleidDaggerEnchFireburn","cobAmwDaggerFireburn","Cobl Main.esm","0x05137E"
"WEAP","The Ayleid Steps.esp","0x001BDF","WeapAyleidDaggerEnchFrost","cobAmwDaggerFrost","Cobl Main.esm","0x05137F"
"WEAP","The Ayleid Steps.esp","0x001BE0","WeapAyleidDaggerEnchFrostburn","cobAmwDaggerFrostburn","Cobl Main.esm","0x051380"
"WEAP","The Ayleid Steps.esp","0x001BF4","WeapAyleidDaggerEnchKaze","cobAmwDaggerKaze","Cobl Main.esm","0x05138A"
"WEAP","The Ayleid Steps.esp","0x001BE3","WeapAyleidDaggerEnchParalyze","cobAmwDaggerParalyze","Cobl Main.esm","0x051383"
"WEAP","The Ayleid Steps.esp","0x001BE1","WeapAyleidDaggerEnchShock","cobAmwDaggerShock","Cobl Main.esm","0x051381"
"WEAP","The Ayleid Steps.esp","0x001BE2","WeapAyleidDaggerEnchShockburn","cobAmwDaggerShockburn","Cobl Main.esm","0x051382"
"WEAP","The Ayleid Steps.esp","0x009A60","WeapAyleidGlaive","cobAmwGlaive","Cobl Main.esm","0x009A60"
"WEAP","The Ayleid Steps.esp","0x001BCC","WeapAyleidGlaiveEnchAbsStr","cobAmwGlaiveAbsStr","Cobl Main.esm","0x05136D"
"WEAP","The Ayleid Steps.esp","0x00A92B","WeapAyleidGlaiveEnchFire","cobAmwGlaiveFire","Cobl Main.esm","0x00A92B"
"WEAP","The Ayleid Steps.esp","0x00AE2F","WeapAyleidGlaiveEnchFireburn","cobAmwGlaiveFireburn","Cobl Main.esm","0x00AE2F"
"WEAP","The Ayleid Steps.esp","0x00A92C","WeapAyleidGlaiveEnchFrost","cobAmwGlaiveFrost","Cobl Main.esm","0x00A92C"
"WEAP","The Ayleid Steps.esp","0x00A92F","WeapAyleidGlaiveEnchFrostburn","cobAmwGlaiveFrostburn","Cobl Main.esm","0x00A92F"
"WEAP","The Ayleid Steps.esp","0x00A92D","WeapAyleidGlaiveEnchShock","cobAmwGlaiveShock","Cobl Main.esm","0x00A92D"
"WEAP","The Ayleid Steps.esp","0x00AE31","WeapAyleidGlaiveEnchShockburn","cobAmwGlaiveShockburn","Cobl Main.esm","0x00AE31"
"WEAP","The Ayleid Steps.esp","0x000CED","WeapAyleidGreatmace","cobAmwGreatmace","Cobl Main.esm","0x05136F"
"WEAP","The Ayleid Steps.esp","0x0025CD","WeapAyleidGreatmaceEnchDmgHlth","cobAmwGreatmaceDmgHlth","Cobl Main.esm","0x051358"
"WEAP","The Ayleid Steps.esp","0x0025CF","WeapAyleidGreatmaceEnchFire","cobAmwGreatmaceFire","Cobl Main.esm","0x051351"
"WEAP","The Ayleid Steps.esp","0x0025D1","WeapAyleidGreatmaceEnchFireblast","cobAmwGreatmaceFireblast","Cobl Main.esm","0x0025D1"
"WEAP","The Ayleid Steps.esp","0x0025D2","WeapAyleidGreatmaceEnchFrost","cobAmwGreatmaceFrost","Cobl Main.esm","0x0025D2"
"WEAP","The Ayleid Steps.esp","0x0025D3","WeapAyleidGreatmaceEnchFrostblast","cobAmwGreatmaceFrostblast","Cobl Main.esm","0x0025D3"
"WEAP","The Ayleid Steps.esp","0x0025D4","WeapAyleidGreatmaceEnchShock","cobAmwGreatmaceShock","Cobl Main.esm","0x0025D4"
"WEAP","The Ayleid Steps.esp","0x0025D5","WeapAyleidGreatmaceEnchShockblast","cobAmwGreatmaceShockblast","Cobl Main.esm","0x0025D5"
"WEAP","The Ayleid Steps.esp","0x0025D6","WeapAyleidGreatmaceEnchWeakNormal","cobAmwGreatmaceWeakNormal","Cobl Main.esm","0x051352"
"WEAP","The Ayleid Steps.esp","0x009A5F","WeapAyleidHalberd","cobAmwHalberd","Cobl Main.esm","0x009A5F"
"WEAP","The Ayleid Steps.esp","0x001BCE","WeapAyleidHalberdEnchAbsFat","cobAmwHalberdAbsFat","Cobl Main.esm","0x05136E"
"WEAP","The Ayleid Steps.esp","0x00A925","WeapAyleidHalberdEnchFire","cobAmwHalberdFire","Cobl Main.esm","0x00A925"
"WEAP","The Ayleid Steps.esp","0x00A928","WeapAyleidHalberdEnchFireburn","cobAmwHalberdFireburn","Cobl Main.esm","0x00A928"
"WEAP","The Ayleid Steps.esp","0x00AE27","WeapAyleidHalberdEnchFrost","cobAmwHalberdFrost","Cobl Main.esm","0x00AE27"
"WEAP","The Ayleid Steps.esp","0x00A929","WeapAyleidHalberdEnchFrostburn","cobAmwHalberdFrostburn","Cobl Main.esm","0x00A929"
"WEAP","The Ayleid Steps.esp","0x00A927","WeapAyleidHalberdEnchShock","cobAmwHalberdShock","Cobl Main.esm","0x00A927"
"WEAP","The Ayleid Steps.esp","0x00A92A","WeapAyleidHalberdEnchShockburn","cobAmwHalberdShockburn","Cobl Main.esm","0x00A92A"
"WEAP","The Ayleid Steps.esp","0x000CE8","WeapAyleidLongsword","cobAmwLongsword","Cobl Main.esm","0x051365"
"WEAP","The Ayleid Steps.esp","0x0025D8","WeapAyleidLongswordEnchDisWeap","cobAmwLongswordDisWeap","Cobl Main.esm","0x0025D8"
"WEAP","The Ayleid Steps.esp","0x0E170C","WeapAyleidLongswordEnchFire","cobAmwLongswordFire","Cobl Main.esm","0x051370"
"WEAP","The Ayleid Steps.esp","0x0E1710","WeapAyleidLongswordEnchFireburn","cobAmwLongswordFireburn","Cobl Main.esm","0x051374"
"WEAP","The Ayleid Steps.esp","0x0E170D","WeapAyleidLongswordEnchIce","cobAmwLongswordIce","Cobl Main.esm","0x051371"
"WEAP","The Ayleid Steps.esp","0x0E1712","WeapAyleidLongswordEnchIceburn","cobAmwLongswordIceburn","Cobl Main.esm","0x051385"
"WEAP","The Ayleid Steps.esp","0x0E170E","WeapAyleidLongswordEnchShock","cobAmwLongswordShock","Cobl Main.esm","0x051372"
"WEAP","The Ayleid Steps.esp","0x0E1711","WeapAyleidLongswordEnchShockburn","cobAmwLongswordShockburn","Cobl Main.esm","0x051384"
"WEAP","The Ayleid Steps.esp","0x0E170F","WeapAyleidLongswordEnchVamp","cobAmwLongswordVamp","Cobl Main.esm","0x051373"
"WEAP","The Ayleid Steps.esp","0x000CEB","WeapAyleidMace","cobAmwMace","Cobl Main.esm","0x05136B"
"WEAP","The Ayleid Steps.esp","0x0025D7","WeapAyleidMaceEnchDisArmor","cobAmwMaceDisArmor","Cobl Main.esm","0x0025D7"
"WEAP","The Ayleid Steps.esp","0x0E171C","WeapAyleidMaceEnchFire","cobAmwMaceFire","Cobl Main.esm","0x0016CF"
"WEAP","The Ayleid Steps.esp","0x0E1707","WeapAyleidMaceEnchFireburn","cobAmwMaceFireburn","Cobl Main.esm","0x05134F"
"WEAP","The Ayleid Steps.esp","0x0E1708","WeapAyleidMaceEnchIce","cobAmwMaceIce","Cobl Main.esm","0x051350"
"WEAP","The Ayleid Steps.esp","0x0E1709","WeapAyleidMaceEnchIceburn","cobAmwMaceIceburn","Cobl Main.esm","0x05135E"
"WEAP","The Ayleid Steps.esp","0x0E170A","WeapAyleidMaceEnchShock","cobAmwMaceShock","Cobl Main.esm","0x051360"
"WEAP","The Ayleid Steps.esp","0x0E170B","WeapAyleidMaceEnchShockburn","cobAmwMaceShockburn","Cobl Main.esm","0x051361"
"WEAP","The Ayleid Steps.esp","0x0016D5","WeapAyleidMaceEnchVamp","cobAmwMaceVamp","Cobl Main.esm","0x051362"
"WEAP","The Ayleid Steps.esp","0x000CE7","WeapAyleidShortsword","cobAmwShortsword","Cobl Main.esm","0x051364"
"WEAP","The Ayleid Steps.esp","0x001BF6","WeapAyleidShortswordEnchFire","cobAmwShortswordFire","Cobl Main.esm","0x05138B"
"WEAP","The Ayleid Steps.esp","0x001BF9","WeapAyleidShortswordEnchFireburn","cobAmwShortswordFireburn","Cobl Main.esm","0x05138E"
"WEAP","The Ayleid Steps.esp","0x001BF7","WeapAyleidShortswordEnchFrost","cobAmwShortswordFrost","Cobl Main.esm","0x05138C"
"WEAP","The Ayleid Steps.esp","0x001BFA","WeapAyleidShortswordEnchFrostburn","cobAmwShortswordFrostburn","Cobl Main.esm","0x051354"
"WEAP","The Ayleid Steps.esp","0x001BF8","WeapAyleidShortswordEnchShock","cobAmwShortswordShock","Cobl Main.esm","0x05138D"
"WEAP","The Ayleid Steps.esp","0x001BFB","WeapAyleidShortswordEnchShockburn","cobAmwShortswordShockburn","Cobl Main.esm","0x051355"
"WEAP","The Ayleid Steps.esp","0x001BFC","WeapAyleidShortswordEnchUndead","cobAmwShortswordUndead","Cobl Main.esm","0x051356"
"WEAP","The Ayleid Steps.esp","0x000CEA","WeapAyleidWarAxe","cobAmwWarAxe","Cobl Main.esm","0x051367"
"WEAP","The Ayleid Steps.esp","0x002AC2","WeapAyleidWarAxeEnchFire","cobAmwWarAxeFire","Cobl Main.esm","0x051359"
"WEAP","The Ayleid Steps.esp","0x002AC3","WeapAyleidWarAxeEnchFireburn","cobAmwWarAxeFireburn","Cobl Main.esm","0x051353"
"WEAP","The Ayleid Steps.esp","0x002AC4","WeapAyleidWarAxeEnchFrost","cobAmwWarAxeFrost","Cobl Main.esm","0x05135A"
"WEAP","The Ayleid Steps.esp","0x002AC5","WeapAyleidWarAxeEnchFrostburn","cobAmwWarAxeFrostburn","Cobl Main.esm","0x05135B"
"WEAP","The Ayleid Steps.esp","0x002AC6","WeapAyleidWarAxeEnchShock","cobAmwWarAxeShock","Cobl Main.esm","0x05135C"
"WEAP","The Ayleid Steps.esp","0x002AC7","WeapAyleidWarAxeEnchShockburn","cobAmwWarAxeShockburn","Cobl Main.esm","0x05135D"
"WEAP","The Ayleid Steps.esp","0x002AC9","WeapAyleidWarAxeEnchSlowing","cobAmwWarAxeSlowing","Cobl Main.esm","0x05135F"
"","","","","","",""
"INGR","Vampire Hunting - Order of the Virtuous Blood.esp","0x01474F","300CalderaMoonsugar","cobTiMoonSugar","Cobl Main.esm","0x001BED"
"","","","","","",""
"INGR","Tamrielic Ingredients.esm","0x000CE6","AdamantiumOre","cobTiRawAdamantium","Cobl Main.esm","0x006CC4"
"INGR","Tamrielic Ingredients.esm","0x000CED","AltHide","cobTiAlitHide","Cobl Main.esm","0x006CC3"
"INGR","Tamrielic Ingredients.esm","0x000CE8","AmpoulePod","cobTiAmpoulePod","Cobl Main.esm","0x006CC2"
"INGR","Tamrielic Ingredients.esm","0x003843","Arsenic","cobTiArsenic","Cobl Main.esm","0x003843"
"INGR","Tamrielic Ingredients.esm","0x0011E6","AshSalts","cobTiAshSalts","Cobl Main.esm","0x0011E6"
"INGR","Tamrielic Ingredients.esm","0x000CE7","AshYam","cobTiAshYam","Cobl Main.esm","0x006CC1"
"INGR","Tamrielic Ingredients.esm","0x0011D6","BCSporePod","cobTiBCSporePod","Cobl Main.esm","0x006CB6"
"INGR","Tamrielic Ingredients.esm","0x007C87","BambooShoot","cobTiBambooShoot","Cobl Main.esm","0x007C87"
"INGR","Tamrielic Ingredients.esm","0x00237E","BasiliskEye","cobTiBasiliskEye","Cobl Main.esm","0x00237E"
"INGR","Tamrielic Ingredients.esm","0x0011D8","Belladonna","cobTiBelladonna","Cobl Main.esm","0x006CB7"
"INGR","Tamrielic Ingredients.esm","0x0011DA","BittergreenPetals","cobTiBittergreenPetals","Cobl Main.esm","0x006CB8"
"INGR","Tamrielic Ingredients.esm","0x000CEA","BlackAnther","cobTiBlackAnther","Cobl Main.esm","0x006CB4"
"INGR","Tamrielic Ingredients.esm","0x0011D5","BlackLichen","cobTiBlackLichen","Cobl Main.esm","0x006CB5"
"INGR","Tamrielic Ingredients.esm","0x00239B","BlackPoppySeeds","cobTiBlackPoppySeeds","Cobl Main.esm","0x00239B"
"INGR","Tamrielic Ingredients.esm","0x000EE4","BlackRose","cobTiBlackRose","Cobl Main.esm","0x000EE4"
"INGR","Tamrielic Ingredients.esm","0x0011F8","Bloat","cobTiBloat","Cobl Main.esm","0x0011F8"
"INGR","Tamrielic Ingredients.esm","0x0011DC","BristlebackLeather","cobTiBristlebackLeather","Cobl Main.esm","0x0011DC"
"INGR","Tamrielic Ingredients.esm","0x0011DE","BunglersBane","cobTiBunglersBane","Cobl Main.esm","0x0011DE"
"INGR","Tamrielic Ingredients.esm","0x0097F1","Cactus","cobTiCactus","Cobl Main.esm","0x0097F1"
"INGR","Tamrielic Ingredients.esm","0x003F08","Charcoal","cobTiCharcoal","Cobl Main.esm","0x003F08"
"INGR","Tamrielic Ingredients.esm","0x0011E8","Chokeweed","cobTiChokeweed","Cobl Main.esm","0x006CB9"
"INGR","Tamrielic Ingredients.esm","0x0045DE","CloverLeaf","cobTiCloverLeaf","Cobl Main.esm","0x0045DE"
"INGR","Tamrielic Ingredients.esm","0x0011E2","CodaFlower","cobTiCodaFlower","Cobl Main.esm","0x0011E2"
"INGR","Tamrielic Ingredients.esm","0x0011EA","Comberry","cobTiComberry","Cobl Main.esm","0x0011EA"
"INGR","Tamrielic Ingredients.esm","0x0011EE","CorkbulbRoot","cobTiCorkbulbRoot","Cobl Main.esm","0x0011EE"
"INGR","Tamrielic Ingredients.esm","0x0011F0","CorprusWeepings","cobTiCorprusWeepings","Cobl Main.esm","0x0011F0"
"INGR","Tamrielic Ingredients.esm","0x0011F2","DaedraSkin","cobTiDaedraSkin","Cobl Main.esm","0x0011F2"
"INGR","Tamrielic Ingredients.esm","0x003847","Drothweed","cobTiDrothweed","Cobl Main.esm","0x003847"
"INGR","Tamrielic Ingredients.esm","0x0011F4","DurzogMeat","cobTiDurzogMeat","Cobl Main.esm","0x0011F4"
"INGR","Tamrielic Ingredients.esm","0x0025F6","DwemerScrapMetal","cobTiDwemerScrapMetal","Cobl Main.esm","0x0025F6"
"INGR","Tamrielic Ingredients.esm","0x0015CB","ElixirVitae","cobTiElixirVitae","Cobl Main.esm","0x0015CB"
"INGR","Tamrielic Ingredients.esm","0x000EE7","FairyDragonScales","cobTiFairyDragonScales","Cobl Main.esm","0x000EE7"
"INGR","Tamrielic Ingredients.esm","0x002380","Fig","cobTiFig","Cobl Main.esm","0x002380"
"INGR","Tamrielic Ingredients.esm","0x001BCF","FireFernPetals","cobTiFireFernPetals","Cobl Main.esm","0x001BCF"
"INGR","Tamrielic Ingredients.esm","0x001BC6","GhoulHeart","cobTiGhoulHeart","Cobl Main.esm","0x001BC6"
"INGR","Tamrielic Ingredients.esm","0x003146","GhoulTongue","cobTiGhoulTongue","Cobl Main.esm","0x003146"
"INGR","Tamrielic Ingredients.esm","0x001CA8","GiantBlood","cobTiGiantBlood","Cobl Main.esm","0x001CA8"
"INGR","Tamrielic Ingredients.esm","0x0011E4","GoldKanet","cobTiGoldKanet","Cobl Main.esm","0x0011E4"
"INGR","Tamrielic Ingredients.esm","0x000EEA","GoldenPoppy","cobTiGoldenPoppy","Cobl Main.esm","0x000EEA"
"INGR","Tamrielic Ingredients.esm","0x001BCA","GoldenSedge","cobTiGoldenSedge","Cobl Main.esm","0x001BCA"
"INGR","Tamrielic Ingredients.esm","0x001BC7","GrahlEyeball","cobTiGrahlEyeball","Cobl Main.esm","0x001BC7"
"INGR","Tamrielic Ingredients.esm","0x001BD1","GraveDust","cobTiGraveDust","Cobl Main.esm","0x001BD1"
"INGR","Tamrielic Ingredients.esm","0x00BE78","Gravetar","cobTiGravetar","Cobl Main.esm","0x00BE78"
"INGR","Tamrielic Ingredients.esm","0x001BCC","GreenLichen","cobTiGreenLichen","Cobl Main.esm","0x001BCC"
"INGR","Tamrielic Ingredients.esm","0x00A5A3","GryphonFeather","cobTiGryphonFeather","Cobl Main.esm","0x00A5A3"
"INGR","Tamrielic Ingredients.esm","0x001BD5","GuarHide","cobTiGuarHide","Cobl Main.esm","0x001BD5"
"INGR","Tamrielic Ingredients.esm","0x001BD3","HackleLoLeaf","cobTiHackleLoLeaf","Cobl Main.esm","0x001BD3"
"INGR","Tamrielic Ingredients.esm","0x001BD7","Heartwood","cobTiHeartwood","Cobl Main.esm","0x001BD7"
"INGR","Tamrielic Ingredients.esm","0x001BC9","Heather","cobTiHeather","Cobl Main.esm","0x001BC9"
"INGR","Tamrielic Ingredients.esm","0x00381D","HemlockBranch","cobTiHemlockBranch","Cobl Main.esm","0x00381D"
"INGR","Tamrielic Ingredients.esm","0x001BD9","HollyBerries","cobTiHollyBerries","Cobl Main.esm","0x001BD9"
"INGR","Tamrielic Ingredients.esm","0x001BDB","HorkerTusk","cobTiHorkerTusk","Cobl Main.esm","0x001BDB"
"INGR","Tamrielic Ingredients.esm","0x001BDD","HornLilyBulb","cobTiHornLilyBulb","Cobl Main.esm","0x001BDD"
"INGR","Tamrielic Ingredients.esm","0x0011E0","HyphaFacia","cobTiHyphaFacia","Cobl Main.esm","0x0011E0"
"INGR","Tamrielic Ingredients.esm","0x00835E","IronIgnot","cobTiIronIngot","Cobl Main.esm","0x00244E"
"INGR","Tamrielic Ingredients.esm","0x0097F4","Ivory","cobTiIvory","Cobl Main.esm","0x0097F4"
"INGR","Tamrielic Ingredients.esm","0x001BE1","KagoutiHide","cobTiKagoutiHide","Cobl Main.esm","0x001BE1"
"INGR","Tamrielic Ingredients.esm","0x001BE3","KreshFiber","cobTiKreshFiber","Cobl Main.esm","0x001BE3"
"INGR","Tamrielic Ingredients.esm","0x001BE5","KwamaCuttle","cobTiKwamaCuttle","Cobl Main.esm","0x001BE5"
"INGR","Tamrielic Ingredients.esm","0x0011F6","KwamaEgg","cobTiKwamaEgg","Cobl Main.esm","0x0011F6"
"INGR","Tamrielic Ingredients.esm","0x000EEE","Lead","cobTiLeadFilings","Cobl Main.esm","0x000EEE"
"INGR","Tamrielic Ingredients.esm","0x003EF3","LichDust","cobTiLichDust","Cobl Main.esm","0x003EF3"
"INGR","Tamrielic Ingredients.esm","0x001BE7","LloramorSpines","cobTiLloramorSpines","Cobl Main.esm","0x001BE7"
"INGR","Tamrielic Ingredients.esm","0x000EF3","Lodestone","cobTiLodestone","Cobl Main.esm","0x000EF3"
"INGR","Tamrielic Ingredients.esm","0x0025E8","LuminousRussula","cobTiLuminousRussula","Cobl Main.esm","0x0025E8"
"INGR","Tamrielic Ingredients.esm","0x00384A","MagesBane","cobTiMagesBane","Cobl Main.esm","0x00384A"
"INGR","Tamrielic Ingredients.esm","0x000EF6","Malachite","cobTiMalachite","Cobl Main.esm","0x000EF6"
"INGR","Tamrielic Ingredients.esm","0x001BE9","Marshmerrow","cobTiMarshmerrow","Cobl Main.esm","0x001BE9"
"INGR","Tamrielic Ingredients.esm","0x001BEB","MeadowRye","cobTiMeadowRye","Cobl Main.esm","0x001BEB"
"INGR","Tamrielic Ingredients.esm","0x0015D2","Mercury","cobTiMercury","Cobl Main.esm","0x0015D2"
"INGR","Tamrielic Ingredients.esm","0x001BED","MoonSugar","cobTiMoonSugar","Cobl Main.esm","0x001BED"
"INGR","Tamrielic Ingredients.esm","0x00384F","Moonseed","cobTiMoonseed","Cobl Main.esm","0x00384F"
"INGR","Tamrielic Ingredients.esm","0x001BEF","Muck","cobTiMuck","Cobl Main.esm","0x001BEF"
"INGR","Tamrielic Ingredients.esm","0x000EF9","MummyWrappings","cobTiMummyWrappings","Cobl Main.esm","0x000EF9"
"INGR","Tamrielic Ingredients.esm","0x001BF1","NetchLeather","cobTiNetchLeather","Cobl Main.esm","0x001BF1"
"INGR","Tamrielic Ingredients.esm","0x001BF3","NirthflyStalks","cobTiNirthflyStalks","Cobl Main.esm","0x001BF3"
"INGR","Tamrielic Ingredients.esm","0x001BDF","NixHoundMeat","cobTiNixHoundMeat","Cobl Main.esm","0x001BDF"
"INGR","Tamrielic Ingredients.esm","0x001BF5","NobleSedge","cobTiNobleSedge","Cobl Main.esm","0x001BF5"
"INGR","Tamrielic Ingredients.esm","0x00C0FE","NymphHair","cobTiNymphHair","Cobl Main.esm","0x00C0FE"
"INGR","Tamrielic Ingredients.esm","0x003EFF","PalmHeart","cobTiPalmHeart","Cobl Main.esm","0x003EFF"
"INGR","Tamrielic Ingredients.esm","0x0015CE","PineSap","cobTiPineSap","Cobl Main.esm","0x0015CE"
"INGR","Tamrielic Ingredients.esm","0x006134","PureWater","cobTiPureWater","Cobl Main.esm","0x006134"
"INGR","Tamrielic Ingredients.esm","0x003852","PyrrhicAcid","cobTiPyrrhicAcid","Cobl Main.esm","0x003852"
"INGR","Tamrielic Ingredients.esm","0x001BF7","RacerPlume","cobTiRacerPlume","Cobl Main.esm","0x001BF7"
"INGR","Tamrielic Ingredients.esm","0x001BFB","RawEbony","cobTiRawEbony","Cobl Main.esm","0x001BFB"
"INGR","Tamrielic Ingredients.esm","0x001BF9","RawGlass","cobTiRawGlass","Cobl Main.esm","0x001BF9"
"INGR","Tamrielic Ingredients.esm","0x001C00","RawStalhrim","cobTiRawStalhrim","Cobl Main.esm","0x001C00"
"INGR","Tamrielic Ingredients.esm","0x0025D6","RedLichen","cobTiRedLichen","Cobl Main.esm","0x0025D6"
"INGR","Tamrielic Ingredients.esm","0x00AC79","RedPoppyBlossom","cobTiRedPoppyBlossom","Cobl Main.esm","0x00AC79"
"INGR","Tamrielic Ingredients.esm","0x0025DF","Resin","cobTiResin","Cobl Main.esm","0x0025DF"
"INGR","Tamrielic Ingredients.esm","0x0025E0","Roobrush","cobTiRoobrush","Cobl Main.esm","0x0025E0"
"INGR","Tamrielic Ingredients.esm","0x003EF9","Saltpetre","cobTiSaltpetre","Cobl Main.esm","0x003EF9"
"INGR","Tamrielic Ingredients.esm","0x0025EB","Saltrice","cobTiSaltrice","Cobl Main.esm","0x0025EB"
"INGR","Tamrielic Ingredients.esm","0x0025EC","Scathecraw","cobTiScathecraw","Cobl Main.esm","0x0025EC"
"INGR","Tamrielic Ingredients.esm","0x00680A","ScorpionStinger","cobTiScorpionStinger","Cobl Main.esm","0x00680A"
"INGR","Tamrielic Ingredients.esm","0x0025F7","ScribCabbage","cobTiScribCabbage","Cobl Main.esm","0x0025F7"
"INGR","Tamrielic Ingredients.esm","0x0025FA","ScribJelly","cobTiScribJelly","Cobl Main.esm","0x0025FA"
"INGR","Tamrielic Ingredients.esm","0x002AE0","ScribJerky","cobTiScribJerky","Cobl Main.esm","0x006CBA"
"INGR","Tamrielic Ingredients.esm","0x002AE1","Scuttle","cobTiScuttle","Cobl Main.esm","0x006CBB"
"INGR","Tamrielic Ingredients.esm","0x002AE4","ShalkResin","cobTiShalkResin","Cobl Main.esm","0x006CBC"
"INGR","Tamrielic Ingredients.esm","0x002AE6","SloadSoap","cobTiSloadSoap","Cobl Main.esm","0x006CBD"
"INGR","Tamrielic Ingredients.esm","0x008A45","SnakeVenom","cobTiSnakeVenom","Cobl Main.esm","0x008A45"
"INGR","Tamrielic Ingredients.esm","0x002AE8","StoneflowerPetals","cobTiStoneflowerPetals","Cobl Main.esm","0x006CBE"
"INGR","Tamrielic Ingredients.esm","0x000EFC","Sulfur","cobTiSulfur","Cobl Main.esm","0x000EFC"
"INGR","Tamrielic Ingredients.esm","0x002AEA","Sweetpulp","cobTiSweetpulp","Cobl Main.esm","0x006CBF"
"INGR","Tamrielic Ingredients.esm","0x003855","Thyrwort","cobTiThyrwort","Cobl Main.esm","0x003855"
"INGR","Tamrielic Ingredients.esm","0x002AEC","TimsaFlowers","cobTiTimsaFlowers","Cobl Main.esm","0x002AEC"
"INGR","Tamrielic Ingredients.esm","0x002AEE","TramaRoot","cobTiTramaRoot","Cobl Main.esm","0x002AEE"
"INGR","Tamrielic Ingredients.esm","0x0015CA","TrollBlood","cobTiTrollBlood","Cobl Main.esm","0x0015CA"
"INGR","Tamrielic Ingredients.esm","0x000F05","Turquoise","cobTiTurquoise","Cobl Main.esm","0x000F05"
"INGR","Tamrielic Ingredients.esm","0x0011EC","VioletCoprinus","cobTiVioletCoprinus","Cobl Main.esm","0x0011EC"
"INGR","Tamrielic Ingredients.esm","0x002397","WereboarTusk","cobTiWereboarTusk","Cobl Main.esm","0x002397"
"INGR","Tamrielic Ingredients.esm","0x000ED3","WerewolfBlood","cobTiWwolfBlood","Cobl Main.esm","0x000ED3"
"INGR","Tamrielic Ingredients.esm","0x00836F","WhiteRoseNectar","cobTiWhiteRoseNectar","Cobl Main.esm","0x00836F"
"INGR","Tamrielic Ingredients.esm","0x002AF0","Wickwheat","cobTiWickwheat","Cobl Main.esm","0x002AF0"
