Type,Mod,Object Id,Editor Id,Name
BOOK,Oblivion.esm,0x071766,ClutterChorrolShop02,"Handbill, Grey Mare"
BOOK,Oblivion.esm,0x071767,ClutterChorrolShop03,"Handbill, Oak & Crosier"
BOOK,Oblivion.esm,0x071768,ClutterChorrolShop04,"Handbill, Northern Goods & Trade"
BOOK,Oblivion.esm,0x071769,ClutterChorrolShop05,"Handbill, Renoit's Books"
BOOK,Oblivion.esm,0x07176A,ClutterChorrolShop06,"Handbill, Fire and Steel"
BOOK,Oblivion.esm,0x068C10,ClutterDirections01,"Note, Turn east..."
BOOK,Oblivion.esm,0x068C11,ClutterDirections02,"Note, Three houses..."
BOOK,Oblivion.esm,0x068C12,ClutterDirections03,"Note, End of street..."
BOOK,Oblivion.esm,0x068C13,ClutterDirections04,"Note, Head north..."
BOOK,Oblivion.esm,0x0B073C,ClutterEEgg00FortColdcornLoot,"Note, Sword leads..."
BOOK,Oblivion.esm,0x0B073D,ClutterEEgg01,"Note, Unbeaten Path..."
BOOK,Oblivion.esm,0x0C6548,ClutterEEgg02,"Note, of Exception"
BOOK,Oblivion.esm,0x071776,ClutterICShop01,"Handbill, Fighting Chance"
BOOK,Oblivion.esm,0x071783,ClutterICShop014,"Handbill, Slash 'N Smash"
BOOK,Oblivion.esm,0x071777,ClutterICShop02,"Handbill, Main Ingredient"
BOOK,Oblivion.esm,0x071778,ClutterICShop03,"Handbill, First Edition"
BOOK,Oblivion.esm,0x071779,ClutterICShop04,"Handbill, Rinder's Staffs"
BOOK,Oblivion.esm,0x07177A,ClutterICShop05,"Handbill, Edgar's Discount Spells"
BOOK,Oblivion.esm,0x07177B,ClutterICShop06,"Handbill, Copious Coinpurse"
BOOK,Oblivion.esm,0x07177C,ClutterICShop07,"Handbill, Stonewall Shields"
BOOK,Oblivion.esm,0x07177D,ClutterICShop08,"Handbill, Red Diamond Jewelry"
BOOK,Oblivion.esm,0x07177E,ClutterICShop09,"Handbill, Feed Bag"
BOOK,Oblivion.esm,0x07177F,ClutterICShop10,"Handbill, Good as New"
BOOK,Oblivion.esm,0x071780,ClutterICShop11,"Handbill, Three Brothers"
BOOK,Oblivion.esm,0x071781,ClutterICShop12,"Handbill, Divine Elegance"
BOOK,Oblivion.esm,0x071782,ClutterICShop13,"Handbill, Mystic Emporium"
BOOK,Oblivion.esm,0x071784,ClutterICShop15,"Handbill,Gilded Carafe"
BOOK,Oblivion.esm,0x071785,ClutterICShop16,"Handbill, Best Defense"
BOOK,Oblivion.esm,0x068C14,ClutterInstructions01,"Note, Remove the top..."
BOOK,Oblivion.esm,0x068C15,ClutterInstructions02,"Note, Mix the flour..."
BOOK,Oblivion.esm,0x068C16,ClutterInstructions03,"Note, Hangover Cure"
BOOK,Oblivion.esm,0x068C17,ClutterInstructions04,"Note, Do the upstairs..."
BOOK,Oblivion.esm,0x07176B,ClutterLeyawiinShop01,"Handbill, Five Claws Lodge"
BOOK,Oblivion.esm,0x07176C,ClutterLeyawiinShop02,"Handbill, Three Sisters"
BOOK,Oblivion.esm,0x07176D,ClutterLeyawiinShop03,"Handbill, Best Goods"
BOOK,Oblivion.esm,0x07176E,ClutterLeyawiinShop04,"Handbill, Southern Books"
BOOK,Oblivion.esm,0x07176F,ClutterLeyawiinShop05,"Handbill, Dividing Line"
BOOK,Oblivion.esm,0x06B5C0,ClutterLoveLetter01,"Letter, Can't wait..."
BOOK,Oblivion.esm,0x06B5C1,ClutterLoveLetter02,"Letter, My dearest lover..."
BOOK,Oblivion.esm,0x06B5C2,ClutterLoveLetter03,"Letter, Heart-broken..."
BOOK,Oblivion.esm,0x06B5C3,ClutterLoveLetter04,"Letter, Holding a Daffodil"
BOOK,Oblivion.esm,0x0C654D,ClutterLoveLetter04a,"Letter, Holding a Primrose"
BOOK,Oblivion.esm,0x06DBBA,ClutterPotionRecipe01,"Recipe, Restore Fatigue"
BOOK,Oblivion.esm,0x06DBBB,ClutterPotionRecipe02,"Recipe, Cure Disease"
BOOK,Oblivion.esm,0x06DBBC,ClutterPotionRecipe03,"Recipe, Cure Poison"
BOOK,Oblivion.esm,0x06DBBD,ClutterPotionRecipe04,"Recipe, Restore Health"
BOOK,Oblivion.esm,0x06DBBE,ClutterPotionRecipe05,"Recipe, Restore Willpower"
BOOK,Oblivion.esm,0x154CD6,ClutterShoppingList01,"Shopping, Beer..."
BOOK,Oblivion.esm,0x154CD7,ClutterShoppingList02,"Shopping, New shirt..."
BOOK,Oblivion.esm,0x154CD8,ClutterShoppingList03,"Shopping, Apples..."
BOOK,Oblivion.esm,0x154CD9,ClutterShoppingList04,"Shopping, Paper..."
BOOK,Oblivion.esm,0x154CDA,ClutterShoppingList05,"Shopping, Side of beef..."
BOOK,Oblivion.esm,0x154CDB,ClutterShoppingList06,"Shopping, Wheat flour..."
BOOK,Oblivion.esm,0x154CDC,ClutterShoppingList07,"Shopping, Yams..."
BOOK,Oblivion.esm,0x154CDD,ClutterShoppingList08,"Shopping, Bloodgrass..."
BOOK,Oblivion.esm,0x071770,ClutterSkingradShop01,"Handbill, Grateful Pass Stables"
BOOK,Oblivion.esm,0x071771,ClutterSkingradShop02,"Handbill, Two Sisters Lodge"
BOOK,Oblivion.esm,0x071772,ClutterSkingradShop03,"Handbill, West Weald Inn"
BOOK,Oblivion.esm,0x071773,ClutterSkingradShop04,"Handbill, Colvian Traders"
BOOK,Oblivion.esm,0x071774,ClutterSkingradShop05,"Handbill, All Things Alchemical"
BOOK,Oblivion.esm,0x071775,ClutterSkingradShop06,"Handbill, Hammer & Tongs"
BOOK,Oblivion.esm,0x02C500,DAAzuraVampireNote,"Note, Ghola gro-Muzgol"
BOOK,Oblivion.esm,0x1778D9,Dark09SuicideNote,"Note, Was my big break..."
BOOK,Oblivion.esm,0x03647E,Dark10SpecialCeledaenJournal,Path of Transcendence
BOOK,Oblivion.esm,0x072296,DarkJournalClaudius,"Journal, Claudius Arcadia"
BOOK,Oblivion.esm,0x175F62,DarkOcheevaTelaendrilNote,"Letter, Telaendril to Ocheeva"
BOOK,Oblivion.esm,0x0693D2,DarkVicenteNote,"Letter, Vicente to Ocheeva"
BOOK,Oblivion.esm,0x08DC48,DAVaerminaArkvedNote01,"Note, by Arkved"
BOOK,Oblivion.esm,0x02A577,FGD01BrenusAstisJournal,"Journal, Brenus Astis"
BOOK,Oblivion.esm,0x02FF32,FGD06ViranusJournal,"Journal, Viranus"
BOOK,Oblivion.esm,0x090EB3,HouseBravilDiningAreaReceipt,"Bravil, Dining Area"
BOOK,Oblivion.esm,0x090EB2,HouseBravilKitchenAreaReceipt,"Bravil, Kitchen Area"
BOOK,Oblivion.esm,0x090EB6,HouseBravilPaintingsReceipt,"Bravil, Wall Hangings"
BOOK,Oblivion.esm,0x090EB5,HouseBravilRacksReceipt,"Bravil, Racks Assortment"
BOOK,Oblivion.esm,0x090629,HouseBravilReadingAreaReceipt,"Bravil, Reading Area"
BOOK,Oblivion.esm,0x090EB4,HouseBravilStorageAreaReceipt,"Bravil, Storage Area"
BOOK,Oblivion.esm,0x0B1593,HouseBrumaBedroomAreaReceipt,"Bruma, Bedroom Area"
BOOK,Oblivion.esm,0x0B158D,HouseBrumaDiningAreaReceipt,"Bruma, Dining Area"
BOOK,Oblivion.esm,0x0B158E,HouseBrumaKitchenAreaReceipt,"Bruma, Kitchen Area"
BOOK,Oblivion.esm,0x0B1590,HouseBrumaSittingAreaL2Receipt,"Bruma, Upper Sitting Area"
BOOK,Oblivion.esm,0x0B1594,HouseBrumaStorageAreaL1Receipt,"Bruma, Lower Storage Area"
BOOK,Oblivion.esm,0x0B158F,HouseBrumaStorageAreaL2Receipt,"Bruma, Upper Storage Area"
BOOK,Oblivion.esm,0x0B1592,HouseBrumaStudyAreaReceipt,"Bruma, Study Area"
BOOK,Oblivion.esm,0x0B1595,HouseBrumaWallHangL1Receipt,"Bruma, Lower Wall Hangings"
BOOK,Oblivion.esm,0x0B1591,HouseBrumaWallHangL2Receipt,"Bruma, Upper Wall Hangings"
BOOK,Oblivion.esm,0x0B15AD,HouseCheydinhalBedroomAreaReceipt,"Cheydinhal, Bedroom Area"
BOOK,Oblivion.esm,0x0B15B3,HouseCheydinhalDiningAreaReceipt,"Cheydinhal, Dining Area"
BOOK,Oblivion.esm,0x0B15AE,HouseCheydinhalDressingAreaReceipt,"Cheydinhal, Dressing Area"
BOOK,Oblivion.esm,0x0B15B1,HouseCheydinhalKitchenAreaReceipt,"Cheydinhal, Kitchen Area"
BOOK,Oblivion.esm,0x0B15B2,HouseCheydinhalSittingAreaReceipt,"Cheydinhal, Sitting Area"
BOOK,Oblivion.esm,0x0B15B0,HouseCheydinhalStorageAreaReceipt,"Cheydinhal, Storage Area"
BOOK,Oblivion.esm,0x0B15B4,HouseCheydinhalStudyAreaReceipt,"Cheydinhal, Study Area"
BOOK,Oblivion.esm,0x0B15AF,HouseCheydinhalUpperHallAreaReceipt,"Cheydinhal, Upper Hall Area"
BOOK,Oblivion.esm,0x0B15B5,HouseCheydinhalWallHangL1Receipt,"Cheydinhal, Lower Wall Hangings"
BOOK,Oblivion.esm,0x0B15B6,HouseCheydinhalWallHangL2Receipt,"Cheydinhal, Upper Wall Hangings"
BOOK,Oblivion.esm,0x0B15DA,HouseChorrolBedroomAreaReceipt,"Arborwatch, Bedroom Area"
BOOK,Oblivion.esm,0x0B15D9,HouseChorrolDiningAddonsAreaReceipt,"Arborwatch, Dining Upgrade"
BOOK,Oblivion.esm,0x0B15D8,HouseChorrolDiningAreaReceipt,"Arborwatch, Dining Area"
BOOK,Oblivion.esm,0x0B15D5,HouseChorrolKitchenAreaReceipt,"Arborwatch, Kitchen Area"
BOOK,Oblivion.esm,0x0B15DB,HouseChorrolServantsQuartersReceipt,"Arborwatch, Servants Quarters"
BOOK,Oblivion.esm,0x0B15D6,HouseChorrolSittingAreaReceipt,"Arborwatch, Sitting Area"
BOOK,Oblivion.esm,0x0B15D7,HouseChorrolStudyAreaReceipt,"Arborwatch, Study Area"
BOOK,Oblivion.esm,0x0B15DC,HouseChorrolSuiteAreaReceipt,"Arborwatch, Suite Area"
BOOK,Oblivion.esm,0x0B15DD,HouseChorrolWallHangL1Receipt,"Arborwatch, Lower Wall Hangings"
BOOK,Oblivion.esm,0x0B15DE,HouseChorrolWallHangL2Receipt,"Arborwatch, Middle Wall Hangings"
BOOK,Oblivion.esm,0x0B15DF,HouseChorrolWallHangL3Receipt,"Arborwatch, Upper Wall Hangings"
BOOK,Oblivion.esm,0x092022,HouseICDiningAreaReceipt,"Waterfront, Dining Area"
BOOK,Oblivion.esm,0x09202E,HouseICFireplaceAreaReceipt,"Waterfront, Sitting Area"
BOOK,Oblivion.esm,0x09202C,HouseICKitchenAreaReceipt,"Waterfront, Kitchen Area"
BOOK,Oblivion.esm,0x092027,HouseICPaintingsReceipt,"Waterfront, Wall Hangings"
BOOK,Oblivion.esm,0x092023,HouseICStorageAreaReceipt,"Waterfront, Storage Area"
BOOK,Oblivion.esm,0x0B1626,HouseSkingradBalconyAreaReceipt,"Rosethorn, Balcony Area"
BOOK,Oblivion.esm,0x0B1627,HouseSkingradBalconyUpgradeReceipt,"Rosethorn, Balcony Upgrade"
BOOK,Oblivion.esm,0x0B1628,HouseSkingradBedroomAreaReceipt,"Rosethorn, Bedroom Area"
BOOK,Oblivion.esm,0x0B1624,HouseSkingradDenAreaReceipt,"Rosethorn, Den Area"
BOOK,Oblivion.esm,0x0B1621,HouseSkingradDiningAreaReceipt,"Rosethorn, Dining Area"
BOOK,Oblivion.esm,0x0B162B,HouseSkingradDisplayCaseUpgradeReceipt,"Rosethorn, Display Case Upgrade"
BOOK,Oblivion.esm,0x0B1622,HouseSkingradKitchenAreaReceipt,"Rosethorn, Kitchen Area"
BOOK,Oblivion.esm,0x0B6C0A,HouseSkingradOldNote,"Note, by Daravyn the Gray"
BOOK,Oblivion.esm,0x0B162D,HouseSkingradServantsQuartersReceipt,"Rosethorn, Servants Quarters"
BOOK,Oblivion.esm,0x0B1629,HouseSkingradSittingAreaL2Receipt,"Rosethorn, Upper Sitting Area"
BOOK,Oblivion.esm,0x0B1623,HouseSkingradSittingAreaReceipt,"Rosethorn, Sitting Area"
BOOK,Oblivion.esm,0x0B162C,HouseSkingradStorageAreaReceipt,"Rosethorn, Storage Area"
BOOK,Oblivion.esm,0x0B162A,HouseSkingradStudyAreaReceipt,"Rosethorn, Study Area"
BOOK,Oblivion.esm,0x0B1625,HouseSkingradUpperHallAreaReceipt,"Rosethorn, Upper Hall Area"
BOOK,Oblivion.esm,0x0B162E,HouseSkingradWallHangL1Receipt,"Rosethorn, Lower Wall Hangings"
BOOK,Oblivion.esm,0x0B162F,HouseSkingradWallHangL2Receipt,"Rosethorn, Upper Wall Hangings"
BOOK,Oblivion.esm,0x0277AE,MG05FingersScroll,"Note, Earana on Cloud Top"
BOOK,Oblivion.esm,0x033DEC,MG11Note,"Note, by Falcar"
BOOK,Oblivion.esm,0x0C7631,MG11SoulGemNote,"Note, to Anchorites"
BOOK,Oblivion.esm,0x0AA084,MQ02FinishedPinerLetter,"Letter, from Piner"
BOOK,Oblivion.esm,0x022B04,MQ05CommentariesV1,Mythic Dawn Comment. 1
BOOK,Oblivion.esm,0x022B05,MQ05CommentariesV2,Mythic Dawn Comment. 2
BOOK,Oblivion.esm,0x022B06,MQ05CommentariesV3,Mythic Dawn Comment. 3
BOOK,Oblivion.esm,0x022B07,MQ05CommentariesV4,Mythic Dawn Comment. 4
BOOK,Oblivion.esm,0x022B83,MQ05GwinasNote,"Note, to Gwinas"
BOOK,Oblivion.esm,0x00C026,MQ07BrumaEnemyPlans,"Note, Jearl's Orders"
BOOK,Oblivion.esm,0x0366B3,MS06GranthamsMap,"Map, Grantham Blakeley"
BOOK,Oblivion.esm,0x03C37E,MS10UlrichLetter,"Letter, by Ulrich"
BOOK,Oblivion.esm,0x038447,MS11GelebourneJournal,"Journal, Gelebourne"
BOOK,Oblivion.esm,0x02C524,MS22MaricNote,"Note, to Rigmor"
BOOK,Oblivion.esm,0x01E084,MS23RolandLoveLetter,"Letter, from Relfina"
BOOK,Oblivion.esm,0x03D06B,MS26AudensNote,"Note, by Audens Avidius"
BOOK,Oblivion.esm,0x015727,MS31LynchNote,"Note, Lynch's Instructions"
BOOK,Oblivion.esm,0x0831B3,MS38GlarthirsNoteA,"Note, Glarthir, Found stranger..."
BOOK,Oblivion.esm,0x0831B4,MS38GlarthirsNoteB1,"Note, Glarthir, Peneles Guilty!"
BOOK,Oblivion.esm,0x0831B5,MS38GlarthirsNoteB2,"Note, Glarthir, Peneles Innocent!"
BOOK,Oblivion.esm,0x0831B6,MS38GlarthirsNoteC1,"Note, Glarthir, Toutius Guilty!"
BOOK,Oblivion.esm,0x0831B7,MS38GlarthirsNoteC2,"Note, Glarthir, Toutius Innocent!"
BOOK,Oblivion.esm,0x0831B8,MS38GlarthirsNoteC3,"Note, Glarthir, Conspiracy spreads..."
BOOK,Oblivion.esm,0x0831B9,MS38GlarthirsNotes01,"Note, Glarthir, Peneles..."
BOOK,Oblivion.esm,0x0831B0,MS38GlarthirsNotes02,"Note, Glarthir, Current thoughts..."
BOOK,Oblivion.esm,0x0831B1,MS38GlarthirsNotes03,"Note, Glarthir, Surilie..."
BOOK,Oblivion.esm,0x0831B2,MS38GlarthirsNotes04,"Note, Glarthir, Toutius..."
BOOK,Oblivion.esm,0x028D78,MS38ListAll,Glarthir's List of Death
BOOK,Oblivion.esm,0x028D7F,MS38ListBernadette,Glarthir's List of Death
BOOK,Oblivion.esm,0x028D7B,MS38ListBernadetteDavide,Glarthir's List of Death
BOOK,Oblivion.esm,0x028D79,MS38ListBernadetteTotius,Glarthir's List of Death
BOOK,Oblivion.esm,0x028D80,MS38ListDavide,Glarthir's List of Death
BOOK,Oblivion.esm,0x028D7C,MS38ListDavideTotius,Glarthir's List of Death
BOOK,Oblivion.esm,0x028D82,MS38ListTotius,Glarthir's List of Death
BOOK,Oblivion.esm,0x0280A9,MS45DarMasDiary,"Diary, Dar-Ma"
BOOK,Oblivion.esm,0x185934,MS47AncotarsJournal,"Journal, Ancotar"
BOOK,Oblivion.esm,0x038B2F,MS52LordJournal,"Journal, Lord Lovidicus"
BOOK,Oblivion.esm,0x0908C7,MS92Note,"Note, Brugo's take..."
BOOK,Oblivion.esm,0x0B11FE,ScrollRestoreHealthTouch1Novice,Healing Touch I
BOOK,Oblivion.esm,0x0B11FF,ScrollRestoreHealthTouch2Apprentice,Healing Touch II
BOOK,Oblivion.esm,0x0849F7,ScrollStandardAbsorbAttribAgility1Novice,Seize Grace I
BOOK,Oblivion.esm,0x0849D2,ScrollStandardAbsorbAttribEndurance1Novice,Seize Fortitude I
BOOK,Oblivion.esm,0x0849D3,ScrollStandardAbsorbAttribIntelligence1Novice,Seize Insight I
BOOK,Oblivion.esm,0x0849D4,ScrollStandardAbsorbAttribLuck1Novice,Seize Fortune I
BOOK,Oblivion.esm,0x0849D5,ScrollStandardAbsorbAttribSpeed1Novice,Seize Alacrity I
BOOK,Oblivion.esm,0x0849D6,ScrollStandardAbsorbAttribStrength1Novice,Seize Might I
BOOK,Oblivion.esm,0x0849D7,ScrollStandardAbsorbAttribWillpower1Novice,Seize Discipline I
BOOK,Oblivion.esm,0x0849D8,ScrollStandardAbsorbFatigue1Novice,Tap Fatigue I
BOOK,Oblivion.esm,0x0849D9,ScrollStandardAbsorbHealth1Novice,Tap Vitality I
BOOK,Oblivion.esm,0x0849DA,ScrollStandardAbsorbHealth2Apprentice,Tap Vitality II
BOOK,Oblivion.esm,0x0849DB,ScrollStandardAbsorbHealth3Journeyman,Tap Vitality III
BOOK,Oblivion.esm,0x0849DC,ScrollStandardAbsorbHealth4Expert,Tap Vitality IV
BOOK,Oblivion.esm,0x0849DD,ScrollStandardAbsorbMagicka1Novice,Tap Magicka I
BOOK,Oblivion.esm,0x00A94D,ScrollStandardAbsorbMagicka2Apprentice,Tap Magicka II
BOOK,Oblivion.esm,0x00A94E,ScrollStandardAbsorbMagicka3Journeyman,Tap Magicka III
BOOK,Oblivion.esm,0x00A94F,ScrollStandardAbsorbMagicka4Expert,Tap Magicka IV
BOOK,Oblivion.esm,0x00A950,ScrollStandardAbsorbMagicka5Master,Tap Magicka V
BOOK,Oblivion.esm,0x0849DE,ScrollStandardAbsorbSkAcrobatics1Novice,Usurp Acrobatics
BOOK,Oblivion.esm,0x0849DF,ScrollStandardAbsorbSkAlchemy1Novice,Usurp Alchemy
BOOK,Oblivion.esm,0x0849E0,ScrollStandardAbsorbSkAlteration1Novice,Usurp Alteration
BOOK,Oblivion.esm,0x0849E1,ScrollStandardAbsorbSkArmorer1Novice,Usurp Armorer
BOOK,Oblivion.esm,0x0849E2,ScrollStandardAbsorbSkAthletics1Novice,Usurp Athletics
BOOK,Oblivion.esm,0x0849E3,ScrollStandardAbsorbSkBlade1Novice,Usurp Blade
BOOK,Oblivion.esm,0x0849E4,ScrollStandardAbsorbSkBlock1Novice,Usurp Block
BOOK,Oblivion.esm,0x0849E5,ScrollStandardAbsorbSkBlunt1Novice,Usurp Blunt
BOOK,Oblivion.esm,0x0849E6,ScrollStandardAbsorbSkConjuration1Novice,Usurp Conjuration
BOOK,Oblivion.esm,0x0849E7,ScrollStandardAbsorbSkDestruction1Novice,Usurp Destruction
BOOK,Oblivion.esm,0x0849E8,ScrollStandardAbsorbSkHand2Hand1Novice,Usurp Hand to Hand
BOOK,Oblivion.esm,0x0849E9,ScrollStandardAbsorbSkHeavyArmor1Novice,Usurp Heavy Armor
BOOK,Oblivion.esm,0x0849EA,ScrollStandardAbsorbSkIllusion1Novice,Usurp Illusion
BOOK,Oblivion.esm,0x0849ED,ScrollStandardAbsorbSkLightArmor1Novice,Usurp Light Armor
BOOK,Oblivion.esm,0x0849EC,ScrollStandardAbsorbSkMarksman1Novice,Usurp Marksman
BOOK,Oblivion.esm,0x0849EB,ScrollStandardAbsorbSkMercantile1Novice,Usurp Mercantile
BOOK,Oblivion.esm,0x0849EE,ScrollStandardAbsorbSkMysticism1Novice,Usurp Mysticism
BOOK,Oblivion.esm,0x0849EF,ScrollStandardAbsorbSkRestoration1Novice,Usurp Restoration
BOOK,Oblivion.esm,0x0849F0,ScrollStandardAbsorbSkSecurity1Novice,Usurp Security
BOOK,Oblivion.esm,0x0849F1,ScrollStandardAbsorbSkSneak1Novice,Usurp Sneak
BOOK,Oblivion.esm,0x0849F2,ScrollStandardAbsorbSkSpeechcraft1Novice,Usurp Speechcraft
BOOK,Oblivion.esm,0x084AE2,ScrollStandardBurden1Novice,Load I
BOOK,Oblivion.esm,0x084AE3,ScrollStandardBurden2Apprentice,Load II
BOOK,Oblivion.esm,0x084AE4,ScrollStandardBurden3Journeyman,Load III
BOOK,Oblivion.esm,0x084AE5,ScrollStandardBurden4Expert,Load IV
BOOK,Oblivion.esm,0x084AE7,ScrollStandardCalmTarget1Novice,Peace Bolt I
BOOK,Oblivion.esm,0x084AE8,ScrollStandardCalmTarget2Apprentice,Peace Bolt II
BOOK,Oblivion.esm,0x084AE9,ScrollStandardCalmTouch1Novice,Tranquil Touch I
BOOK,Oblivion.esm,0x084AEA,ScrollStandardCalmTouch2Apprentice,Tranquil Touch II
BOOK,Oblivion.esm,0x084AEB,ScrollStandardChameleon3Journeyman,Glass Coat III
BOOK,Oblivion.esm,0x084AEC,ScrollStandardChameleon4Expert,Glass Coat IV
BOOK,Oblivion.esm,0x084AED,ScrollStandardChameleon5Master,Glass Coat V
BOOK,Oblivion.esm,0x084AEE,ScrollStandardCharmArea2Apprentice,Seductive Presence III
BOOK,Oblivion.esm,0x084AEF,ScrollStandardCharmTarget1Novice,Seductive Voice I
BOOK,Oblivion.esm,0x084AF9,ScrollStandardCharmTarget2Apprentice,Seductive Voice II
BOOK,Oblivion.esm,0x084AF0,ScrollStandardCharmTarget3Journeyman,Seductive Voice III
BOOK,Oblivion.esm,0x084AF1,ScrollStandardCharmTouch1Novice,Beguiling Touch I
BOOK,Oblivion.esm,0x084AF2,ScrollStandardCharmTouch2Apprentice,Beguiling Touch II
BOOK,Oblivion.esm,0x084AF3,ScrollStandardCommandCreature2Apprentice,Enslave Creature II
BOOK,Oblivion.esm,0x084AF4,ScrollStandardCommandCreature3Expert,Enslave Creature IV
BOOK,Oblivion.esm,0x084AF5,ScrollStandardCommandHuman2Apprentice,Enslave Humanoid II
BOOK,Oblivion.esm,0x084AF6,ScrollStandardCommandHuman3Expert,Enslave Humanoid IV
BOOK,Oblivion.esm,0x084AF7,ScrollStandardCommandingTouch2Apprentice,Leash Creature II
BOOK,Oblivion.esm,0x084AF8,ScrollStandardCommandingTouch3Journeyman,Leash Creature III
BOOK,Oblivion.esm,0x087296,ScrollStandardDamageAttribAgility1Novice,Blight Grace I
BOOK,Oblivion.esm,0x087298,ScrollStandardDamageAttribIntelligence3Journeyman,Blight Insight III
BOOK,Oblivion.esm,0x087299,ScrollStandardDamageAttribLuck1Novice,Blight Fortune I
BOOK,Oblivion.esm,0x08729A,ScrollStandardDamageAttribSpeed2Apprentice,Blight Alacrity II
BOOK,Oblivion.esm,0x08729B,ScrollStandardDamageAttribStrength4Expert,Blight Might IV
BOOK,Oblivion.esm,0x08729C,ScrollStandardDamageAttribWillpower2Apprentice,Blight Discipline II
BOOK,Oblivion.esm,0x08729E,ScrollStandardDamageHealthTarget2Apprentice,Psychic Spear II
BOOK,Oblivion.esm,0x08729F,ScrollStandardDamageHealthTarget4Expert,Psychic Spear IV
BOOK,Oblivion.esm,0x088881,ScrollStandardDamageHealthTouch1Novice,Psychic Dagger I
BOOK,Oblivion.esm,0x088882,ScrollStandardDamageHealthTouch3Journeyman,Psychic Dagger III
BOOK,Oblivion.esm,0x088883,ScrollStandardDamageMagicka1Apprentice,Sundering Bolt II
BOOK,Oblivion.esm,0x088884,ScrollStandardDamageMagicka2Journeyman,Sundering Bolt III
BOOK,Oblivion.esm,0x088885,ScrollStandardDamageMagicka3Expert,Sundering Bolt IV
BOOK,Oblivion.esm,0x088887,ScrollStandardDemoralizeTarget1Journeyman,Dreadful Voice III
BOOK,Oblivion.esm,0x088888,ScrollStandardDemoralizeTarget2Expert,Dreadful Voice IV
BOOK,Oblivion.esm,0x088889,ScrollStandardDemoralizeTarget3Master,Dreadful Voice V
BOOK,Oblivion.esm,0x08888A,ScrollStandardDemoralizeTouch1Apprentice,Cowing Touch II
BOOK,Oblivion.esm,0x08888B,ScrollStandardDemoralizeTouch2Expert,Cowing Touch IV
BOOK,Oblivion.esm,0x08888C,ScrollStandardDetectLife1Novice,Lifesense I
BOOK,Oblivion.esm,0x08888D,ScrollStandardDetectLife2Apprentice,Lifesense II
BOOK,Oblivion.esm,0x08888F,ScrollStandardDetectLife3Journeyman,Lifesense III
BOOK,Oblivion.esm,0x08888E,ScrollStandardDetectLife4Expert,Lifesense IV
BOOK,Oblivion.esm,0x088890,ScrollStandardDetectLife5Master,Lifesense V
BOOK,Oblivion.esm,0x088891,ScrollStandardDisintigrateArmor2Apprentice,Corrosion II
BOOK,Oblivion.esm,0x088892,ScrollStandardDisintigrateArmor4Expert,Corrosion IV
BOOK,Oblivion.esm,0x088893,ScrollStandardDisintigrateWeapon3Journeyman,Fragmentation III
BOOK,Oblivion.esm,0x088894,ScrollStandardDisintigrateWeapon5Master,Fragmentation V
BOOK,Oblivion.esm,0x088895,ScrollStandardDispelSelf2Apprentice,Spell Shedder II
BOOK,Oblivion.esm,0x088896,ScrollStandardDispelSelf3Journeyman,Spell Shedder III
BOOK,Oblivion.esm,0x088897,ScrollStandardDispelSelf4Expert,Spell Shedder IV
BOOK,Oblivion.esm,0x088898,ScrollStandardDispelSelf5Master,Spell Shedder V
BOOK,Oblivion.esm,0x088899,ScrollStandardDispelTarget2Apprentice,Spell Shed Other II
BOOK,Oblivion.esm,0x08889A,ScrollStandardDispelTarget3Journeyman,Spell Shed Other III
BOOK,Oblivion.esm,0x0888A2,ScrollStandardDrainFatigue1Novice,Bind Fatigue I
BOOK,Oblivion.esm,0x0888A3,ScrollStandardDrainFatigue2Apprentice,Bind Fatigue II
BOOK,Oblivion.esm,0x0888A4,ScrollStandardDrainFatigue3Journeyman,Bind Fatigue III
BOOK,Oblivion.esm,0x0888A5,ScrollStandardDrainHealth1Novice,Fool's Bind I
BOOK,Oblivion.esm,0x0888A6,ScrollStandardDrainHealth2Apprentice,Fool's Bind II
BOOK,Oblivion.esm,0x0888A7,ScrollStandardDrainHealth3Journeyman,Fool's Bind III
BOOK,Oblivion.esm,0x0888A8,ScrollStandardDrainHealth4Expert,Fool's Bind IV
BOOK,Oblivion.esm,0x0888A9,ScrollStandardDrainMagicka2Apprentice,Bind Magicka II
BOOK,Oblivion.esm,0x0888AA,ScrollStandardDrainMagicka3Journeyman,Bind Magicka III
BOOK,Oblivion.esm,0x0888AB,ScrollStandardDrainMagicka4Expert,Bind Magicka IV
BOOK,Oblivion.esm,0x0888AC,ScrollStandardDrainMagicka5Master,Bind Magicka V
BOOK,Oblivion.esm,0x0888AD,ScrollStandardDrainSkAlterationJourneyman,Chain Alteration
BOOK,Oblivion.esm,0x0888AE,ScrollStandardDrainSkBladeJourneyman,Chain Blade
BOOK,Oblivion.esm,0x08DC82,ScrollStandardDrainSkBllockApprentice,Chain Block
BOOK,Oblivion.esm,0x08DC81,ScrollStandardDrainSkBluntJourneyman,Chain Blunt
BOOK,Oblivion.esm,0x0888AF,ScrollStandardDrainSkConjurationJourneyman,Chain Conjuration
BOOK,Oblivion.esm,0x0888B0,ScrollStandardDrainSkDestructionJourneyman,Chain Destruction
BOOK,Oblivion.esm,0x0888B1,ScrollStandardDrainSkH2HJourneyman,Chain Hand to Hand
